playlist_id,video_id,title_name,liveBroadcastContent,total_views_count,publishing_date,likeCount,favoriteCount,commentCount,
PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,fmpNPMqrdzQ,Watch This !! Before you start the SSC Preparations,none,3626,2021-07-14T20:46:35Z,197,0,11
PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,-PuQ9W2c1xE,Practical life advice for SSC aspirants!!! What is important to you?,none,3464,2021-05-30T13:30:00Z,198,0,43
PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,gghwhpDV--s,|SSC CGL Tier 2 Maths Strategy |||| Best preparation and attemptation Strategy For Mains Quant Aptitude|,none,3454,2021-08-29T13:17:45Z,161,0,21
PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,JYGmnpT18Tw,|SSC CGL Tier 2 English Strategy |||| Best preparation and attemptation Strategy For Mains for 185+|,none,2786,2021-09-08T19:57:10Z,146,0,24
PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,2BtydLfc194,How to make notes for SSC 2022,none,2775,2021-06-30T14:46:05Z,144,0,22
PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,7ZTWt2k4BHI,|CONGRULATIONS WINNERS !! 🥳 || Some heart to heart conversations || Future Plans ||  Giveaway result|,none,2496,2021-05-10T09:00:06Z,176,0,79
PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,pFKuKpAx7hI,जैसा कहा था वैसे ही हुआ !! SSC ANNOUNCED EXAM DATES,none,2101,2021-07-02T12:51:24Z,111,0,21
PL_BdCbBuAiuLdkir-Hchu08FqVfIRm6aY,Da7xse0tnDE,|1 TRIP, 4 COVID TESTS|| Delhi to Dubai|| New COVID Rules March 2021||Swag in PPE kit||Travel Vlog PART-1|,none,9569,2021-03-11T13:06:24Z,212,0,23
PL_BdCbBuAiuLdkir-Hchu08FqVfIRm6aY,-tHqFddPQhI,Shark Tank in dubai 🦈 😱,none,7035,2021-03-14T04:30:00Z,227,0,13
PL_BdCbBuAiuLdkir-Hchu08FqVfIRm6aY,CtYDdpenhXw,|Miracle Garden|| Dhow’s cruise 🤩 Dubai travel in COVID March 2021|| Delhi to Dubai|,none,12910,2021-03-18T08:02:25Z,243,0,22
PL_BdCbBuAiuLdkir-Hchu08FqVfIRm6aY,LPOjysNWxT4,|Old Dubai in COVID 2021 || Dubai Frame || Complete Guide || Delhi to Dubai|,none,19140,2021-03-29T04:28:11Z,402,0,27
PL_BdCbBuAiuLdkir-Hchu08FqVfIRm6aY,KfNrkWRbUhY,|Delhi to Dubai 2022🇦🇪 || Desert Safari || Belly dance || Dubai Marina|,none,2397,2021-08-08T14:36:25Z,108,0,18
